campaign_id,client_id,number_contacts,contact_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
1,47,1,178,999,0,0,0,2022-may-3
1,48,1,355,999,0,0,0,2022-may-26
1,49,2,225,999,0,0,0,2022-may-26
1,50,1,160,999,0,0,0,2022-may-3
1,51,1,266,999,0,0,0,2022-may-9
1,52,1,253,999,0,0,0,2022-may-11
1,53,1,179,999,0,0,0,2022-may-13
1,54,2,269,999,0,0,0,2022-may-12
1,55,1,135,999,0,0,0,2022-may-8
1,56,1,161,999,0,0,0,2022-may-17
1,57,1,787,999,0,0,0,2022-may-8
1,58,1,145,999,0,0,0,2022-may-8
1,59,1,174,999,0,0,0,2022-may-18
1,60,1,449,999,0,0,0,2022-may-3
1,61,1,812,999,0,0,0,2022-may-23
1,62,1,164,999,0,0,0,2022-may-27
1,63,1,366,999,0,0,0,2022-may-29
1,64,1,357,999,0,0,0,2022-may-19
1,65,1,232,999,0,0,0,2022-may-15
1,66,1,91,999,0,0,0,2022-may-16
1,67,1,273,999,0,0,0,2022-may-21
1,68,2,158,999,0,0,0,2022-may-29
1,69,1,177,999,0,0,0,2022-may-4
1,70,1,200,999,0,0,0,2022-may-28
1,71,1,172,999,0,0,0,2022-may-26
1,72,1,176,999,0,0,0,2022-may-18
1,73,1,211,999,0,0,0,2022-may-14
1,74,1,214,999,0,0,0,2022-may-26
1,75,1,1575,999,0,0,1,2022-may-20
1,76,1,349,999,0,0,0,2022-may-16
1,77,2,337,999,0,0,0,2022-may-28
1,78,1,272,999,0,0,0,2022-may-30
1,79,1,208,999,0,0,0,2022-may-21
1,80,1,193,999,0,0,0,2022-may-29
1,81,1,212,999,0,0,0,2022-may-29
1,82,2,165,999,0,0,0,2022-may-27
1,83,1,1042,999,0,0,1,2022-may-6
1,84,1,20,999,0,0,0,2022-may-23
1,85,1,246,999,0,0,0,2022-may-12
1,86,2,529,999,0,0,0,2022-may-23
1,87,1,192,999,0,0,0,2022-may-21
1,88,1,1467,999,0,0,1,2022-may-19
1,89,2,188,999,0,0,0,2022-may-17
1,90,2,180,999,0,0,0,2022-may-29
1,91,1,48,999,0,0,0,2022-may-5
1,92,2,213,999,0,0,0,2022-may-2
1,93,1,545,999,0,0,0,2022-may-27
1,94,1,583,999,0,0,0,2022-may-28
1,95,1,221,999,0,0,0,2022-may-25
1,96,1,426,999,0,0,0,2022-may-17
1,97,1,287,999,0,0,0,2022-may-27
1,98,1,197,999,0,0,0,2022-may-30
1,99,1,257,999,0,0,0,2022-may-3
1,100,1,229,999,0,0,0,2022-may-25
1,101,3,55,999,0,0,0,2022-may-30
1,102,1,400,999,0,0,0,2022-may-27
1,103,1,197,999,0,0,0,2022-may-19
1,104,1,190,999,0,0,0,2022-may-24
1,105,1,21,999,0,0,0,2022-may-8
1,106,2,300,999,0,0,0,2022-may-22
1,107,2,123,999,0,0,0,2022-may-9
1,108,1,293,999,0,0,0,2022-may-15
1,109,1,325,999,0,0,0,2022-may-9
1,110,1,514,999,0,0,0,2022-may-4
1,111,2,849,999,0,0,0,2022-may-1
1,112,1,194,999,0,0,0,2022-may-25
1,113,2,212,999,0,0,0,2022-may-4
1,114,2,337,999,0,0,0,2022-may-6
1,115,1,286,999,0,0,0,2022-may-20
1,116,2,247,999,0,0,0,2022-may-31
1,117,1,518,999,0,0,0,2022-may-24
1,118,1,364,999,0,0,0,2022-may-6
1,119,1,178,999,0,0,0,2022-may-26
1,120,1,98,999,0,0,0,2022-may-21
1,121,1,439,999,0,0,0,2022-may-1
1,122,1,139,999,0,0,0,2022-may-18
1,123,1,79,999,0,0,0,2022-may-9
1,124,1,175,999,0,0,0,2022-may-26
1,125,2,262,999,0,0,0,2022-may-21
1,126,1,61,999,0,0,0,2022-may-31
1,127,1,78,999,0,0,0,2022-may-24
1,128,2,102,999,0,0,0,2022-may-23
1,129,1,579,999,0,0,1,2022-may-12
1,130,1,143,999,0,0,0,2022-may-29
1,131,1,677,999,0,0,0,2022-may-20
1,132,1,267,999,0,0,0,2022-may-22
1,133,1,345,999,0,0,0,2022-may-12
1,134,1,185,999,0,0,0,2022-may-19
1,135,1,207,999,0,0,0,2022-may-5
1,136,2,69,999,0,0,0,2022-may-26
1,137,2,100,999,0,0,0,2022-may-19
1,138,2,125,999,0,0,0,2022-may-28
1,139,1,461,999,0,0,1,2022-may-27
1,140,1,240,999,0,0,0,2022-may-16
1,141,1,70,999,0,0,0,2022-may-22
1,142,1,193,999,0,0,0,2022-may-24
1,143,1,136,999,0,0,0,2022-may-17
1,144,1,73,999,0,0,0,2022-may-24
1,145,1,528,999,0,0,0,2022-may-6
1,146,1,541,999,0,0,0,2022-may-11
1,147,1,338,999,0,0,0,2022-may-16
1,148,1,163,999,0,0,0,2022-may-28
1,149,1,87,999,0,0,0,2022-may-25
1,150,1,301,999,0,0,0,2022-may-3
1,151,1,46,999,0,0,0,2022-may-22
1,152,1,52,999,0,0,0,2022-may-8
1,153,1,204,999,0,0,0,2022-may-3
1,154,1,155,999,0,0,0,2022-may-12
1,155,1,98,999,0,0,0,2022-may-15
1,156,1,71,999,0,0,0,2022-may-25
1,157,1,243,999,0,0,0,2022-may-29
1,158,2,186,999,0,0,0,2022-may-7
1,159,2,579,999,0,0,0,2022-may-27
1,160,2,165,999,0,0,0,2022-may-3
1,161,2,163,999,0,0,0,2022-may-9
1,162,1,46,999,0,0,0,2022-may-29
1,163,3,559,999,0,0,0,2022-may-15
1,164,1,2033,999,0,0,0,2022-may-18
1,165,1,85,999,0,0,0,2022-may-22
1,166,1,506,999,0,0,0,2022-may-4
1,167,2,114,999,0,0,0,2022-may-12
1,168,2,114,999,0,0,0,2022-may-19
1,169,2,843,999,0,0,0,2022-may-25
1,170,1,181,999,0,0,0,2022-may-12
1,171,1,427,999,0,0,0,2022-may-5
1,172,1,292,999,0,0,0,2022-may-24
1,173,1,192,999,0,0,0,2022-may-7
1,174,3,93,999,0,0,0,2022-may-2
1,175,2,128,999,0,0,0,2022-may-9
1,176,1,107,999,0,0,0,2022-may-29
1,177,2,303,999,0,0,0,2022-may-13
1,178,1,81,999,0,0,0,2022-may-11
1,179,1,270,999,0,0,0,2022-may-30
1,180,1,228,999,0,0,0,2022-may-12
1,181,1,240,999,0,0,0,2022-may-31
1,182,2,673,999,0,0,1,2022-may-20
1,183,3,233,999,0,0,0,2022-may-8
1,184,1,102,999,0,0,0,2022-may-13
1,185,1,461,999,0,0,0,2022-may-19
1,186,1,250,999,0,0,0,2022-may-20
1,187,1,130,999,0,0,0,2022-may-3
1,188,1,252,999,0,0,0,2022-may-18
1,189,1,138,999,0,0,0,2022-may-19
1,190,1,412,999,0,0,0,2022-may-10
1,191,2,179,999,0,0,0,2022-may-19
1,192,2,19,999,0,0,0,2022-may-7
1,193,2,228,999,0,0,0,2022-may-26
1,194,1,55,999,0,0,0,2022-may-31
1,195,1,717,999,0,0,0,2022-may-6
1,196,1,313,999,0,0,0,2022-may-7
1,197,1,289,999,0,0,0,2022-may-29
1,198,2,683,999,0,0,0,2022-may-25
1,199,1,1077,999,0,0,0,2022-may-29
1,200,2,146,999,0,0,0,2022-may-9
1,201,1,167,999,0,0,0,2022-may-15
1,202,2,356,999,0,0,0,2022-may-20
1,203,1,277,999,0,0,0,2022-may-13
1,204,1,172,999,0,0,0,2022-may-9
1,205,1,218,999,0,0,0,2022-may-10
1,206,1,217,999,0,0,0,2022-may-4
1,207,1,67,999,0,0,0,2022-may-26
1,208,1,291,999,0,0,0,2022-may-8
1,209,1,248,999,0,0,0,2022-may-24
1,210,1,256,999,0,0,0,2022-may-19
1,211,1,286,999,0,0,0,2022-may-25
1,212,1,477,999,0,0,0,2022-may-31
1,213,2,611,999,0,0,0,2022-may-5
1,214,1,471,999,0,0,0,2022-may-14
1,215,2,381,999,0,0,0,2022-may-22
1,216,1,251,999,0,0,0,2022-may-2
1,217,1,408,999,0,0,0,2022-may-20
1,218,1,287,999,0,0,0,2022-may-29
1,219,3,322,999,0,0,0,2022-may-9
1,220,2,216,999,0,0,0,2022-may-20
1,221,2,366,999,0,0,0,2022-may-26
1,222,1,210,999,0,0,0,2022-may-26
1,223,1,288,999,0,0,0,2022-may-19
1,224,1,168,999,0,0,0,2022-may-15
1,225,1,132,999,0,0,0,2022-may-17
1,226,2,64,999,0,0,0,2022-may-26
1,227,2,209,999,0,0,0,2022-may-8
1,228,3,410,999,0,0,0,2022-may-9
1,229,1,177,999,0,0,0,2022-may-19
1,230,2,580,999,0,0,0,2022-may-6
1,231,1,165,999,0,0,0,2022-may-23
1,232,2,127,999,0,0,0,2022-may-27
1,233,1,357,999,0,0,0,2022-may-17
1,234,1,175,999,0,0,0,2022-may-10
1,235,1,300,999,0,0,0,2022-may-6
1,236,1,136,999,0,0,0,2022-may-19
1,237,2,125,999,0,0,0,2022-may-24
1,238,2,189,999,0,0,0,2022-may-4
1,239,3,213,999,0,0,0,2022-may-2
1,240,2,238,999,0,0,0,2022-may-10
1,241,1,124,999,0,0,0,2022-may-4
1,242,1,18,999,0,0,0,2022-may-2
1,243,2,730,999,0,0,0,2022-may-17
1,244,1,40,999,0,0,0,2022-may-11
1,245,2,181,999,0,0,0,2022-may-16
1,246,1,79,999,0,0,0,2022-may-20
1,247,2,142,999,0,0,0,2022-may-6
1,248,1,389,999,0,0,0,2022-may-10
1,249,1,702,999,0,0,0,2022-may-24
1,250,1,151,999,0,0,0,2022-may-23
1,251,1,211,999,0,0,0,2022-may-7
1,252,1,117,999,0,0,0,2022-may-26
1,253,3,232,999,0,0,0,2022-may-24
1,254,2,408,999,0,0,0,2022-may-8
1,255,3,370,999,0,0,0,2022-may-15
1,256,2,179,999,0,0,0,2022-may-6
1,257,1,46,999,0,0,0,2022-may-1
1,258,1,200,999,0,0,0,2022-may-22
1,259,1,50,999,0,0,0,2022-may-4
1,260,1,181,999,0,0,0,2022-may-7
1,261,1,119,999,0,0,0,2022-may-26
1,262,1,361,999,0,0,0,2022-may-17
1,263,3,73,999,0,0,0,2022-may-16
1,264,2,67,999,0,0,0,2022-may-24
1,265,1,350,999,0,0,0,2022-may-10
1,266,2,150,999,0,0,0,2022-may-18
1,267,2,332,999,0,0,0,2022-may-9
1,268,2,611,999,0,0,0,2022-may-13
1,269,3,58,999,0,0,0,2022-may-25
1,270,1,151,999,0,0,0,2022-may-26
1,271,2,89,999,0,0,0,2022-may-10
1,272,1,152,999,0,0,0,2022-may-5
1,273,2,611,999,0,0,0,2022-may-25
1,274,2,110,999,0,0,0,2022-may-28
1,275,1,463,999,0,0,0,2022-may-16
1,276,1,962,999,0,0,0,2022-may-8
1,277,2,102,999,0,0,0,2022-may-22
1,278,4,10,999,0,0,0,2022-may-4
1,279,3,118,999,0,0,0,2022-may-31
1,280,2,92,999,0,0,0,2022-may-4
1,281,3,143,999,0,0,0,2022-may-10
1,282,3,189,999,0,0,0,2022-may-9
1,283,2,75,999,0,0,0,2022-may-18
1,284,2,189,999,0,0,0,2022-may-28
1,285,2,55,999,0,0,0,2022-may-11
1,286,3,935,999,0,0,1,2022-may-31
1,287,2,56,999,0,0,0,2022-may-25
1,288,2,5,999,0,0,0,2022-may-15
1,289,2,225,999,0,0,0,2022-may-23
1,290,2,125,999,0,0,0,2022-may-7
1,291,2,286,999,0,0,0,2022-may-9
1,292,2,206,999,0,0,0,2022-may-15
1,293,2,164,999,0,0,0,2022-may-16
1,294,2,98,999,0,0,0,2022-may-5
1,295,2,446,999,0,0,0,2022-may-3
1,296,2,742,999,0,0,0,2022-may-31
1,297,2,120,999,0,0,0,2022-may-6
1,298,3,122,999,0,0,0,2022-may-13
1,299,4,362,999,0,0,0,2022-may-25
1,300,2,357,999,0,0,0,2022-may-19
1,301,2,200,999,0,0,0,2022-may-27
1,302,2,107,999,0,0,0,2022-may-5
1,303,2,267,999,0,0,0,2022-may-13
1,304,2,248,999,0,0,0,2022-may-22
1,305,2,215,999,0,0,0,2022-may-8
1,306,2,209,999,0,0,0,2022-may-22
1,307,2,205,999,0,0,0,2022-may-15
1,308,3,261,999,0,0,0,2022-may-9
1,309,2,83,999,0,0,0,2022-may-20
1,310,3,106,999,0,0,0,2022-may-13
1,311,2,106,999,0,0,0,2022-may-27
1,312,2,108,999,0,0,0,2022-may-28
1,313,2,214,999,0,0,0,2022-may-17
1,314,2,358,999,0,0,0,2022-may-9
1,315,2,453,999,0,0,0,2022-may-7
1,316,2,364,999,0,0,0,2022-may-13
1,317,2,136,999,0,0,0,2022-may-19
1,318,2,173,999,0,0,0,2022-may-20
1,319,2,241,999,0,0,0,2022-may-7
1,320,3,224,999,0,0,0,2022-may-22
1,321,2,148,999,0,0,0,2022-may-31
1,322,2,230,999,0,0,0,2022-may-10
1,323,3,199,999,0,0,0,2022-may-15
1,324,2,196,999,0,0,0,2022-may-10
1,325,4,111,999,0,0,0,2022-may-23
1,326,3,231,999,0,0,0,2022-may-1
1,327,3,316,999,0,0,0,2022-may-16
1,328,2,240,999,0,0,0,2022-may-27
1,329,3,669,999,0,0,0,2022-may-21
1,330,2,425,999,0,0,0,2022-may-31
1,331,2,121,999,0,0,0,2022-may-9
1,332,5,174,999,0,0,0,2022-may-30
1,333,5,88,999,0,0,0,2022-may-7
1,334,3,313,999,0,0,0,2022-may-1
1,335,4,135,999,0,0,0,2022-may-28
1,336,2,152,999,0,0,0,2022-may-27
1,337,3,402,999,0,0,0,2022-may-29
1,338,2,221,999,0,0,0,2022-may-19
1,339,2,213,999,0,0,0,2022-may-10
1,340,3,144,999,0,0,0,2022-may-5
1,341,3,158,999,0,0,0,2022-may-11
1,342,3,220,999,0,0,0,2022-may-22
1,343,2,325,999,0,0,0,2022-may-26
1,344,2,254,999,0,0,0,2022-may-2
1,345,2,503,999,0,0,0,2022-may-24
1,346,2,680,999,0,0,0,2022-may-26
1,347,4,421,999,0,0,0,2022-may-25
1,348,3,130,999,0,0,0,2022-may-23
1,349,2,164,999,0,0,0,2022-may-3
1,350,3,174,999,0,0,0,2022-may-6
1,351,2,113,999,0,0,0,2022-may-1
1,352,2,195,999,0,0,0,2022-may-22
1,353,3,347,999,0,0,0,2022-may-1
1,354,2,208,999,0,0,0,2022-may-20
1,355,4,404,999,0,0,0,2022-may-7
1,356,2,396,999,0,0,0,2022-may-2
1,357,2,98,999,0,0,0,2022-may-21
1,358,3,229,999,0,0,0,2022-may-28
1,359,2,350,999,0,0,0,2022-may-27
1,360,3,88,999,0,0,0,2022-may-16
1,361,2,379,999,0,0,0,2022-may-30
1,362,3,168,999,0,0,0,2022-may-8
1,363,3,190,999,0,0,0,2022-may-22
1,364,1,158,999,0,0,0,2022-may-24
1,365,1,210,999,0,0,0,2022-may-5
1,366,1,102,999,0,0,0,2022-may-24
1,367,1,306,999,0,0,0,2022-may-8
1,368,1,64,999,0,0,0,2022-may-26
1,369,1,218,999,0,0,0,2022-may-12
1,370,1,77,999,0,0,0,2022-may-2
1,371,1,54,999,0,0,0,2022-may-4
1,372,1,344,999,0,0,0,2022-may-1
1,373,1,195,999,0,0,0,2022-may-16
1,374,1,202,999,0,0,0,2022-may-16
1,375,1,286,999,0,0,0,2022-may-21
1,376,1,278,999,0,0,0,2022-may-11
1,377,1,189,999,0,0,0,2022-may-1
1,378,1,83,999,0,0,0,2022-may-28
1,379,1,18,999,0,0,0,2022-may-26
1,380,2,184,999,0,0,0,2022-may-18
1,381,1,235,999,0,0,0,2022-may-13
1,382,1,290,999,0,0,0,2022-may-21
1,383,1,133,999,0,0,0,2022-may-24
1,384,1,318,999,0,0,0,2022-may-8
1,385,1,437,999,0,0,0,2022-may-7
1,386,1,402,999,0,0,0,2022-may-13
1,387,4,501,999,0,0,0,2022-may-31
1,388,1,1201,999,0,0,1,2022-may-2
1,389,1,1030,999,0,0,1,2022-may-10
1,390,1,253,999,0,0,0,2022-may-3
1,391,1,149,999,0,0,0,2022-may-29
1,392,1,144,999,0,0,0,2022-may-10
1,393,1,69,999,0,0,0,2022-may-24
1,394,1,243,999,0,0,0,2022-may-23
1,395,2,769,999,0,0,0,2022-may-6
1,396,3,135,999,0,0,0,2022-may-3
1,397,1,231,999,0,0,0,2022-may-4
1,398,2,442,999,0,0,0,2022-may-17
1,399,1,199,999,0,0,0,2022-may-5
1,400,1,455,999,0,0,0,2022-may-22
1,401,1,152,999,0,0,0,2022-may-21
1,402,1,124,999,0,0,0,2022-may-23
1,403,1,424,999,0,0,0,2022-may-19
1,404,1,43,999,0,0,0,2022-may-16
1,405,1,154,999,0,0,0,2022-may-4
1,406,1,393,999,0,0,0,2022-may-26
1,407,2,203,999,0,0,0,2022-may-3
1,408,2,140,999,0,0,0,2022-may-23
1,409,1,326,999,0,0,0,2022-may-30
1,410,1,483,999,0,0,0,2022-may-3
1,411,1,259,999,0,0,0,2022-may-12
1,412,1,227,999,0,0,0,2022-may-1
1,413,1,673,999,0,0,0,2022-may-1
1,414,1,576,999,0,0,0,2022-may-23
1,415,2,180,999,0,0,0,2022-may-24
1,416,1,90,999,0,0,0,2022-may-18
1,417,1,505,999,0,0,0,2022-may-22
1,418,1,245,999,0,0,0,2022-may-3
1,419,1,186,999,0,0,0,2022-may-23
1,420,1,208,999,0,0,0,2022-may-5
1,421,1,623,999,0,0,0,2022-may-30
1,422,1,180,999,0,0,0,2022-may-8
1,423,3,496,999,0,0,0,2022-may-11
1,424,1,118,999,0,0,0,2022-may-20
1,425,2,102,999,0,0,0,2022-may-16
1,426,1,342,999,0,0,0,2022-may-9
1,427,1,225,999,0,0,0,2022-may-1
1,428,3,185,999,0,0,0,2022-may-3
1,429,1,276,999,0,0,0,2022-may-12
1,430,1,87,999,0,0,0,2022-may-29
1,431,1,744,999,0,0,0,2022-may-13
1,432,1,262,999,0,0,0,2022-may-22
1,433,1,271,999,0,0,0,2022-may-25
1,434,1,141,999,0,0,0,2022-may-26
1,435,2,198,999,0,0,0,2022-may-5
1,436,1,150,999,0,0,0,2022-may-13
1,437,1,241,999,0,0,0,2022-may-22
1,438,1,196,999,0,0,0,2022-may-18
1,439,1,149,999,0,0,0,2022-may-18
1,440,1,264,999,0,0,0,2022-may-11
1,441,1,246,999,0,0,0,2022-may-22
1,442,2,309,999,0,0,0,2022-may-27
1,443,1,140,999,0,0,0,2022-may-20
1,444,1,175,999,0,0,0,2022-may-13
1,445,1,136,999,0,0,0,2022-may-7
1,446,1,1623,999,0,0,1,2022-may-29
1,447,1,50,999,0,0,0,2022-may-16
1,448,1,101,999,0,0,0,2022-may-15
1,449,1,144,999,0,0,0,2022-may-9
1,450,1,238,999,0,0,0,2022-may-17
1,451,1,354,999,0,0,0,2022-may-13
1,452,2,451,999,0,0,0,2022-may-7
1,453,1,159,999,0,0,0,2022-may-23
1,454,1,170,999,0,0,0,2022-may-19
1,455,1,243,999,0,0,0,2022-may-30
1,456,2,141,999,0,0,0,2022-may-3
1,457,1,112,999,0,0,0,2022-may-8
1,458,2,262,999,0,0,0,2022-may-1
1,459,1,53,999,0,0,0,2022-may-9
1,460,1,134,999,0,0,0,2022-may-25
1,461,4,204,999,0,0,0,2022-may-21
1,462,1,678,999,0,0,0,2022-may-22
1,463,1,182,999,0,0,0,2022-may-18
1,464,1,162,999,0,0,0,2022-may-26
1,465,1,177,999,0,0,0,2022-may-5
1,466,1,27,999,0,0,0,2022-may-12
1,467,3,699,999,0,0,0,2022-may-20
1,468,1,358,999,0,0,0,2022-may-13
1,469,1,1677,999,0,0,1,2022-may-18
1,470,1,529,999,0,0,0,2022-may-10
1,471,1,310,999,0,0,0,2022-may-4
1,472,1,47,999,0,0,0,2022-may-11
1,473,1,379,999,0,0,0,2022-may-16
1,474,2,30,999,0,0,0,2022-may-30
1,475,1,472,999,0,0,0,2022-may-22
1,476,1,113,999,0,0,0,2022-may-6
1,477,1,114,999,0,0,0,2022-may-27
1,478,1,116,999,0,0,0,2022-may-3
1,479,1,448,999,0,0,0,2022-may-23
1,480,1,264,999,0,0,0,2022-may-5
1,481,1,169,999,0,0,0,2022-may-16
1,482,1,145,999,0,0,0,2022-may-4
1,483,1,288,999,0,0,0,2022-may-24
1,484,1,381,999,0,0,0,2022-may-31
1,485,2,176,999,0,0,0,2022-may-30
1,486,1,215,999,0,0,0,2022-may-2
1,487,1,278,999,0,0,0,2022-may-6
1,488,2,188,999,0,0,0,2022-may-2
1,489,2,174,999,0,0,0,2022-may-6
1,490,2,226,999,0,0,0,2022-may-18
1,491,2,111,999,0,0,0,2022-may-17
1,492,2,157,999,0,0,0,2022-may-10
1,493,1,46,999,0,0,0,2022-may-28
1,494,1,49,999,0,0,0,2022-may-29
1,495,1,374,999,0,0,0,2022-may-16
1,496,1,349,999,0,0,0,2022-may-1
1,497,1,325,999,0,0,0,2022-may-16
1,498,2,233,999,0,0,0,2022-may-10
1,499,1,531,999,0,0,0,2022-may-2
1,500,1,153,999,0,0,0,2022-may-19
1,501,1,80,999,0,0,0,2022-may-4
1,502,1,198,999,0,0,0,2022-may-25
1,503,1,568,999,0,0,0,2022-may-8
1,504,1,918,999,0,0,1,2022-may-31
1,505,1,82,999,0,0,0,2022-may-10
1,506,3,198,999,0,0,0,2022-may-10
1,507,1,211,999,0,0,0,2022-may-11
1,508,1,120,999,0,0,0,2022-may-12
1,509,1,269,999,0,0,0,2022-may-25
1,510,1,128,999,0,0,0,2022-may-9
1,511,2,166,999,0,0,0,2022-may-17
1,512,1,211,999,0,0,0,2022-may-19
1,513,1,369,999,0,0,0,2022-may-11
1,514,1,91,999,0,0,0,2022-may-21
1,515,2,267,999,0,0,0,2022-may-4
1,516,1,198,999,0,0,0,2022-may-28
1,517,2,371,999,0,0,0,2022-may-8
1,518,2,288,999,0,0,0,2022-may-11
1,519,1,221,999,0,0,0,2022-may-8
1,520,1,427,999,0,0,0,2022-may-1
1,521,1,310,999,0,0,0,2022-may-23
1,522,1,158,999,0,0,0,2022-may-4
1,523,1,198,999,0,0,0,2022-may-19
1,524,1,145,999,0,0,0,2022-may-2
1,525,1,247,999,0,0,0,2022-may-4
1,526,1,102,999,0,0,0,2022-may-7
1,527,2,179,999,0,0,0,2022-may-6
1,528,1,73,999,0,0,0,2022-may-16
1,529,2,263,999,0,0,0,2022-may-22
1,530,2,342,999,0,0,0,2022-may-7
1,531,1,41,999,0,0,0,2022-may-25
1,532,1,13,999,0,0,0,2022-may-16
1,533,2,79,999,0,0,0,2022-may-3
1,534,1,358,999,0,0,0,2022-may-29
1,535,1,162,999,0,0,0,2022-may-20
1,536,1,150,999,0,0,0,2022-may-30
1,537,1,26,999,0,0,0,2022-may-23
1,538,1,250,999,0,0,0,2022-may-29
1,539,1,792,999,0,0,0,2022-may-9
1,540,1,146,999,0,0,0,2022-may-23
1,541,1,440,999,0,0,0,2022-may-26
1,542,1,289,999,0,0,0,2022-may-18
1,543,2,242,999,0,0,0,2022-may-29
1,544,1,123,999,0,0,0,2022-may-25
1,545,2,161,999,0,0,0,2022-may-1
1,546,2,268,999,0,0,0,2022-may-28
1,547,2,259,999,0,0,0,2022-may-3
1,548,1,26,999,0,0,0,2022-may-25
1,549,1,153,999,0,0,0,2022-may-3
1,550,2,424,999,0,0,0,2022-may-4
1,551,1,375,999,0,0,0,2022-may-22
1,552,2,179,999,0,0,0,2022-may-11
1,553,1,383,999,0,0,0,2022-may-14
1,554,1,440,999,0,0,0,2022-may-25
1,555,1,195,999,0,0,0,2022-may-13
1,556,3,1297,999,0,0,1,2022-may-2
1,557,1,217,999,0,0,0,2022-may-12
1,558,1,87,999,0,0,0,2022-may-19
1,559,1,427,999,0,0,0,2022-may-21
1,560,1,189,999,0,0,0,2022-may-18
1,561,1,502,999,0,0,0,2022-may-22
1,562,1,260,999,0,0,0,2022-may-27
1,563,1,209,999,0,0,0,2022-may-6
1,564,1,179,999,0,0,0,2022-may-12
1,565,1,179,999,0,0,0,2022-may-16
1,566,1,69,999,0,0,0,2022-may-23
1,567,2,105,999,0,0,0,2022-may-14
1,568,3,266,999,0,0,0,2022-may-29
1,569,2,87,999,0,0,0,2022-may-21
1,570,2,524,999,0,0,0,2022-may-22
1,571,2,155,999,0,0,0,2022-may-17
1,572,2,162,999,0,0,0,2022-may-25
1,573,4,316,999,0,0,0,2022-may-27
1,574,2,352,999,0,0,0,2022-may-24
1,575,3,695,999,0,0,0,2022-may-30
1,576,4,76,999,0,0,0,2022-may-31
1,577,2,535,999,0,0,0,2022-may-12
1,578,2,310,999,0,0,0,2022-may-8
1,579,3,390,999,0,0,0,2022-may-2
1,580,1,369,999,0,0,0,2022-may-13
1,581,2,112,999,0,0,0,2022-may-2
1,582,1,79,999,0,0,0,2022-may-13
1,583,2,140,999,0,0,0,2022-may-28
1,584,1,315,999,0,0,0,2022-may-18
1,585,2,262,999,0,0,0,2022-may-7
1,586,2,174,999,0,0,0,2022-may-6
1,587,2,424,999,0,0,0,2022-may-10
1,588,1,135,999,0,0,0,2022-may-6
1,589,5,36,999,0,0,0,2022-may-9
1,590,3,1906,999,0,0,0,2022-may-15
1,591,2,219,999,0,0,0,2022-may-6
1,592,1,135,999,0,0,0,2022-may-20
1,593,2,147,999,0,0,0,2022-may-26
1,594,2,407,999,0,0,0,2022-may-23
1,595,4,402,999,0,0,0,2022-may-14
1,596,1,209,999,0,0,0,2022-may-30
1,597,2,92,999,0,0,0,2022-may-11
1,598,1,208,999,0,0,0,2022-may-7
1,599,1,193,999,0,0,0,2022-may-27
1,600,1,65,999,0,0,0,2022-may-31
1,601,2,284,999,0,0,0,2022-may-10
1,602,1,285,999,0,0,0,2022-may-25
